NCTId,gpt4o_zs_gen_scores,gpt4o_ts_gen_scores,llama3_70b_it_zs_gen_scores,llama3_70b_it_ts_gen_scores
NCT01260454,"{""precision"": 0.2, ""recall"": 0.5, ""f1"": 0.28571428571428575}","{""precision"": 0.4, ""recall"": 0.6666666666666666, ""f1"": 0.5}","{""precision"": 0.18181818181818182, ""recall"": 0.3333333333333333, ""f1"": 0.23529411764705885}","{""precision"": 0.42857142857142855, ""recall"": 0.5, ""f1"": 0.4615384615384615}"
NCT01263782,"{""precision"": 0.05405405405405406, ""recall"": 0.3333333333333333, ""f1"": 0.09302325581395349}","{""precision"": 0.21052631578947367, ""recall"": 0.6666666666666666, ""f1"": 0.32}","{""precision"": 0.14285714285714285, ""recall"": 0.5, ""f1"": 0.22222222222222224}","{""precision"": 0.15384615384615385, ""recall"": 0.6666666666666666, ""f1"": 0.25}"
NCT01265563,"{""precision"": 0.12121212121212122, ""recall"": 0.6666666666666666, ""f1"": 0.20512820512820512}","{""precision"": 0.45454545454545453, ""recall"": 0.8333333333333334, ""f1"": 0.5882352941176471}","{""precision"": 0.3333333333333333, ""recall"": 1.0, ""f1"": 0.5}","{""precision"": 0.3333333333333333, ""recall"": 0.6666666666666666, ""f1"": 0.4444444444444444}"
NCT01268553,"{""precision"": 0.2857142857142857, ""recall"": 0.5, ""f1"": 0.36363636363636365}","{""precision"": 0.2857142857142857, ""recall"": 0.5, ""f1"": 0.36363636363636365}","{""precision"": 0.15384615384615385, ""recall"": 0.25, ""f1"": 0.1904761904761905}","{""precision"": 0.45454545454545453, ""recall"": 0.625, ""f1"": 0.5263157894736842}"
NCT01272219,"{""precision"": 0.35294117647058826, ""recall"": 1.0, ""f1"": 0.5217391304347826}","{""precision"": 0.38461538461538464, ""recall"": 0.8333333333333334, ""f1"": 0.5263157894736842}","{""precision"": 0.2777777777777778, ""recall"": 0.8333333333333334, ""f1"": 0.4166666666666667}","{""precision"": 0.3333333333333333, ""recall"": 0.8333333333333334, ""f1"": 0.47619047619047616}"
NCT01272232,"{""precision"": 0.6470588235294118, ""recall"": 0.7857142857142857, ""f1"": 0.7096774193548386}","{""precision"": 0.5, ""recall"": 0.42857142857142855, ""f1"": 0.4615384615384615}","{""precision"": 0.6153846153846154, ""recall"": 0.5714285714285714, ""f1"": 0.5925925925925927}","{""precision"": 0.46153846153846156, ""recall"": 0.42857142857142855, ""f1"": 0.4444444444444445}"
NCT01278160,"{""precision"": 0.3125, ""recall"": 0.5, ""f1"": 0.38461538461538464}","{""precision"": 0.5, ""recall"": 0.6, ""f1"": 0.5454545454545454}","{""precision"": 0.5, ""recall"": 0.5, ""f1"": 0.5}","{""precision"": 0.42857142857142855, ""recall"": 0.6, ""f1"": 0.5}"
NCT01278212,"{""precision"": 0.3, ""recall"": 0.6666666666666666, ""f1"": 0.41379310344827586}","{""precision"": 0.5384615384615384, ""recall"": 0.7777777777777778, ""f1"": 0.6363636363636364}","{""precision"": 0.3333333333333333, ""recall"": 0.5555555555555556, ""f1"": 0.4166666666666667}","{""precision"": 0.4, ""recall"": 0.6666666666666666, ""f1"": 0.5}"
NCT01278797,"{""precision"": 0.13043478260869565, ""recall"": 0.5, ""f1"": 0.20689655172413793}","{""precision"": 0.2857142857142857, ""recall"": 0.6666666666666666, ""f1"": 0.4}","{""precision"": 0.2857142857142857, ""recall"": 0.6666666666666666, ""f1"": 0.4}","{""precision"": 0.5, ""recall"": 0.6666666666666666, ""f1"": 0.5714285714285715}"
NCT01279109,"{""precision"": 0.5, ""recall"": 0.6666666666666666, ""f1"": 0.5714285714285715}","{""precision"": 0.5, ""recall"": 0.8333333333333334, ""f1"": 0.625}","{""precision"": 0.29411764705882354, ""recall"": 0.7142857142857143, ""f1"": 0.4166666666666667}","{""precision"": 0.3333333333333333, ""recall"": 0.5, ""f1"": 0.4}"
NCT01280903,"{""precision"": 0.6, ""recall"": 0.23076923076923078, ""f1"": 0.33333333333333337}","{""precision"": 0.7142857142857143, ""recall"": 0.19230769230769232, ""f1"": 0.30303030303030304}","{""precision"": 0.5555555555555556, ""recall"": 0.19230769230769232, ""f1"": 0.28571428571428575}","{""precision"": 0.7142857142857143, ""recall"": 0.19230769230769232, ""f1"": 0.30303030303030304}"
NCT01287520,"{""precision"": 0.23529411764705882, ""recall"": 0.5, ""f1"": 0.31999999999999995}","{""precision"": 0.375, ""recall"": 0.75, ""f1"": 0.5}","{""precision"": 0.25, ""recall"": 0.5, ""f1"": 0.3333333333333333}","{""precision"": 0.35294117647058826, ""recall"": 0.75, ""f1"": 0.48}"
NCT01288612,"{""precision"": 0.3333333333333333, ""recall"": 0.625, ""f1"": 0.43478260869565216}","{""precision"": 0.36363636363636365, ""recall"": 0.5, ""f1"": 0.4210526315789474}","{""precision"": 0.3333333333333333, ""recall"": 0.625, ""f1"": 0.43478260869565216}","{""precision"": 0.2222222222222222, ""recall"": 0.25, ""f1"": 0.23529411764705882}"
NCT01289548,"{""precision"": 0.29411764705882354, ""recall"": 0.5555555555555556, ""f1"": 0.3846153846153846}","{""precision"": 0.4, ""recall"": 0.4444444444444444, ""f1"": 0.4210526315789474}","{""precision"": 0.2857142857142857, ""recall"": 0.4444444444444444, ""f1"": 0.34782608695652173}","{""precision"": 0.3076923076923077, ""recall"": 0.4444444444444444, ""f1"": 0.3636363636363637}"
NCT01293682,"{""precision"": 0.22727272727272727, ""recall"": 0.45454545454545453, ""f1"": 0.30303030303030304}","{""precision"": 0.3, ""recall"": 0.2727272727272727, ""f1"": 0.28571428571428564}","{""precision"": 0.2857142857142857, ""recall"": 0.5454545454545454, ""f1"": 0.37499999999999994}","{""precision"": 0.4, ""recall"": 0.36363636363636365, ""f1"": 0.380952380952381}"
NCT01294423,"{""precision"": 0.46153846153846156, ""recall"": 0.6666666666666666, ""f1"": 0.5454545454545455}","{""precision"": 0.6, ""recall"": 0.6666666666666666, ""f1"": 0.631578947368421}","{""precision"": 0.5, ""recall"": 0.6666666666666666, ""f1"": 0.5714285714285715}","{""precision"": 0.5833333333333334, ""recall"": 0.7777777777777778, ""f1"": 0.6666666666666666}"
NCT01295671,"{""precision"": 0.26666666666666666, ""recall"": 0.26666666666666666, ""f1"": 0.26666666666666666}","{""precision"": 0.5454545454545454, ""recall"": 0.4, ""f1"": 0.4615384615384615}","{""precision"": 0.3125, ""recall"": 0.3333333333333333, ""f1"": 0.3225806451612903}","{""precision"": 0.45454545454545453, ""recall"": 0.3333333333333333, ""f1"": 0.3846153846153846}"
NCT01295710,"{""precision"": 0.3333333333333333, ""recall"": 0.5, ""f1"": 0.4}","{""precision"": 0.4166666666666667, ""recall"": 0.5, ""f1"": 0.45454545454545453}","{""precision"": 0.42857142857142855, ""recall"": 0.6, ""f1"": 0.5}","{""precision"": 0.5454545454545454, ""recall"": 0.5454545454545454, ""f1"": 0.5454545454545454}"
NCT01297335,"{""precision"": 0.2631578947368421, ""recall"": 0.7142857142857143, ""f1"": 0.3846153846153846}","{""precision"": 0.5454545454545454, ""recall"": 0.8571428571428571, ""f1"": 0.6666666666666665}","{""precision"": 0.23809523809523808, ""recall"": 0.7142857142857143, ""f1"": 0.35714285714285715}","{""precision"": 0.35714285714285715, ""recall"": 0.7142857142857143, ""f1"": 0.4761904761904762}"
NCT01302379,"{""precision"": 0.17647058823529413, ""recall"": 0.5, ""f1"": 0.2608695652173913}","{""precision"": 0.3125, ""recall"": 0.8333333333333334, ""f1"": 0.45454545454545453}","{""precision"": 0.375, ""recall"": 1.0, ""f1"": 0.5454545454545454}","{""precision"": 0.2777777777777778, ""recall"": 0.8333333333333334, ""f1"": 0.4166666666666667}"
NCT01307579,"{""precision"": 0.16666666666666666, ""recall"": 0.3333333333333333, ""f1"": 0.2222222222222222}","{""precision"": 0.2727272727272727, ""recall"": 0.5, ""f1"": 0.3529411764705882}","{""precision"": 0.25, ""recall"": 0.6666666666666666, ""f1"": 0.36363636363636365}","{""precision"": 0.2857142857142857, ""recall"": 0.6666666666666666, ""f1"": 0.4}"
NCT01308840,"{""precision"": 0.2222222222222222, ""recall"": 0.8571428571428571, ""f1"": 0.35294117647058826}","{""precision"": 0.42857142857142855, ""recall"": 0.8571428571428571, ""f1"": 0.5714285714285714}","{""precision"": 0.2, ""recall"": 0.5714285714285714, ""f1"": 0.29629629629629634}","{""precision"": 0.2222222222222222, ""recall"": 0.5714285714285714, ""f1"": 0.32}"
NCT01309828,"{""precision"": 0.4444444444444444, ""recall"": 0.5, ""f1"": 0.47058823529411764}","{""precision"": 0.5333333333333333, ""recall"": 0.5, ""f1"": 0.5161290322580646}","{""precision"": 0.4375, ""recall"": 0.4375, ""f1"": 0.4375}","{""precision"": 0.47058823529411764, ""recall"": 0.5, ""f1"": 0.48484848484848486}"
NCT01320202,"{""precision"": 0.15384615384615385, ""recall"": 0.2857142857142857, ""f1"": 0.2}","{""precision"": 0.3, ""recall"": 0.42857142857142855, ""f1"": 0.3529411764705882}","{""precision"": 0.25, ""recall"": 0.5714285714285714, ""f1"": 0.34782608695652173}","{""precision"": 0.25, ""recall"": 0.42857142857142855, ""f1"": 0.3157894736842105}"
NCT01320722,"{""precision"": 0.38095238095238093, ""recall"": 0.8888888888888888, ""f1"": 0.5333333333333333}","{""precision"": 0.2, ""recall"": 0.2222222222222222, ""f1"": 0.2105263157894737}","{""precision"": 0.0625, ""recall"": 0.1111111111111111, ""f1"": 0.08}","{""precision"": 0.18181818181818182, ""recall"": 0.2222222222222222, ""f1"": 0.19999999999999998}"
NCT01322347,"{""precision"": 0.15384615384615385, ""recall"": 0.2857142857142857, ""f1"": 0.2}","{""precision"": 0.3, ""recall"": 0.42857142857142855, ""f1"": 0.3529411764705882}","{""precision"": 0.25, ""recall"": 0.5714285714285714, ""f1"": 0.34782608695652173}","{""precision"": 0.25, ""recall"": 0.42857142857142855, ""f1"": 0.3157894736842105}"
NCT01324310,"{""precision"": 0.14285714285714285, ""recall"": 0.3333333333333333, ""f1"": 0.2}","{""precision"": 0.2631578947368421, ""recall"": 0.5555555555555556, ""f1"": 0.35714285714285715}","{""precision"": 0.2, ""recall"": 0.4444444444444444, ""f1"": 0.2758620689655173}","{""precision"": 0.22727272727272727, ""recall"": 0.5555555555555556, ""f1"": 0.3225806451612903}"
NCT01324323,"{""precision"": 0.15, ""recall"": 0.3333333333333333, ""f1"": 0.20689655172413793}","{""precision"": 0.2631578947368421, ""recall"": 0.5555555555555556, ""f1"": 0.35714285714285715}","{""precision"": 0.2, ""recall"": 0.4444444444444444, ""f1"": 0.2758620689655173}","{""precision"": 0.35714285714285715, ""recall"": 0.5555555555555556, ""f1"": 0.43478260869565216}"
NCT01324999,"{""precision"": 0.47058823529411764, ""recall"": 0.6666666666666666, ""f1"": 0.5517241379310345}","{""precision"": 0.6428571428571429, ""recall"": 0.75, ""f1"": 0.6923076923076924}","{""precision"": 0.38095238095238093, ""recall"": 0.6666666666666666, ""f1"": 0.4848484848484849}","{""precision"": 0.6153846153846154, ""recall"": 0.6666666666666666, ""f1"": 0.64}"
NCT01329939,"{""precision"": 0.18181818181818182, ""recall"": 0.2857142857142857, ""f1"": 0.2222222222222222}","{""precision"": 0.5555555555555556, ""recall"": 0.7142857142857143, ""f1"": 0.6250000000000001}","{""precision"": 0.15384615384615385, ""recall"": 0.2857142857142857, ""f1"": 0.2}","{""precision"": 0.4166666666666667, ""recall"": 0.7142857142857143, ""f1"": 0.5263157894736842}"
NCT01334554,"{""precision"": 0.32, ""recall"": 0.7272727272727273, ""f1"": 0.4444444444444444}","{""precision"": 0.6666666666666666, ""recall"": 0.7272727272727273, ""f1"": 0.6956521739130435}","{""precision"": 0.4444444444444444, ""recall"": 0.7272727272727273, ""f1"": 0.5517241379310345}","{""precision"": 0.6666666666666666, ""recall"": 0.7272727272727273, ""f1"": 0.6956521739130435}"
NCT01335308,"{""precision"": 0.2, ""recall"": 0.5, ""f1"": 0.28571428571428575}","{""precision"": 0.21428571428571427, ""recall"": 0.5, ""f1"": 0.3}","{""precision"": 0.25, ""recall"": 0.6666666666666666, ""f1"": 0.36363636363636365}","{""precision"": 0.3, ""recall"": 0.5, ""f1"": 0.37499999999999994}"
NCT01338415,"{""precision"": 0.2222222222222222, ""recall"": 0.6666666666666666, ""f1"": 0.3333333333333333}","{""precision"": 0.3, ""recall"": 0.5, ""f1"": 0.37499999999999994}","{""precision"": 0.3333333333333333, ""recall"": 0.8333333333333334, ""f1"": 0.47619047619047616}","{""precision"": 0.2727272727272727, ""recall"": 0.5, ""f1"": 0.3529411764705882}"
NCT01341782,"{""precision"": 0.3333333333333333, ""recall"": 0.8333333333333334, ""f1"": 0.47619047619047616}","{""precision"": 0.46153846153846156, ""recall"": 1.0, ""f1"": 0.631578947368421}","{""precision"": 0.2857142857142857, ""recall"": 0.6666666666666666, ""f1"": 0.4}","{""precision"": 0.5, ""recall"": 0.8333333333333334, ""f1"": 0.625}"
NCT01346072,"{""precision"": 0.2631578947368421, ""recall"": 0.5, ""f1"": 0.3448275862068966}","{""precision"": 0.46153846153846156, ""recall"": 0.6, ""f1"": 0.5217391304347826}","{""precision"": 0.3125, ""recall"": 0.5, ""f1"": 0.38461538461538464}","{""precision"": 0.5454545454545454, ""recall"": 0.6, ""f1"": 0.5714285714285713}"
NCT01349660,"{""precision"": 0.14285714285714285, ""recall"": 0.5, ""f1"": 0.22222222222222224}","{""precision"": 0.25, ""recall"": 0.6666666666666666, ""f1"": 0.36363636363636365}","{""precision"": 0.2222222222222222, ""recall"": 0.6666666666666666, ""f1"": 0.3333333333333333}","{""precision"": 0.2222222222222222, ""recall"": 0.6666666666666666, ""f1"": 0.3333333333333333}"
NCT01355159,"{""precision"": 0.47368421052631576, ""recall"": 0.36, ""f1"": 0.40909090909090906}","{""precision"": 1.0, ""recall"": 0.4, ""f1"": 0.5714285714285715}","{""precision"": 0.45, ""recall"": 0.36, ""f1"": 0.39999999999999997}","{""precision"": 0.8181818181818182, ""recall"": 0.36, ""f1"": 0.5}"
NCT01357551,"{""precision"": 0.34782608695652173, ""recall"": 0.7272727272727273, ""f1"": 0.4705882352941176}","{""precision"": 0.35294117647058826, ""recall"": 0.5454545454545454, ""f1"": 0.42857142857142855}","{""precision"": 0.3684210526315789, ""recall"": 0.6363636363636364, ""f1"": 0.4666666666666667}","{""precision"": 0.3076923076923077, ""recall"": 0.36363636363636365, ""f1"": 0.33333333333333337}"
NCT01362140,"{""precision"": 0.21428571428571427, ""recall"": 0.75, ""f1"": 0.3333333333333333}","{""precision"": 0.3333333333333333, ""recall"": 0.75, ""f1"": 0.46153846153846156}","{""precision"": 0.23809523809523808, ""recall"": 0.625, ""f1"": 0.3448275862068965}","{""precision"": 0.375, ""recall"": 0.75, ""f1"": 0.5}"
NCT01364584,"{""precision"": 0.36363636363636365, ""recall"": 0.19047619047619047, ""f1"": 0.25}","{""precision"": 0.4166666666666667, ""recall"": 0.23809523809523808, ""f1"": 0.30303030303030304}","{""precision"": 0.4, ""recall"": 0.19047619047619047, ""f1"": 0.25806451612903225}","{""precision"": 0.46153846153846156, ""recall"": 0.2857142857142857, ""f1"": 0.35294117647058826}"
NCT01365182,"{""precision"": 0.4375, ""recall"": 0.5833333333333334, ""f1"": 0.5}","{""precision"": 0.5, ""recall"": 0.4166666666666667, ""f1"": 0.45454545454545453}","{""precision"": 0.35714285714285715, ""recall"": 0.4166666666666667, ""f1"": 0.3846153846153846}","{""precision"": 0.4, ""recall"": 0.3333333333333333, ""f1"": 0.3636363636363636}"
NCT01369069,"{""precision"": 0.5, ""recall"": 0.6363636363636364, ""f1"": 0.56}","{""precision"": 0.7, ""recall"": 0.7, ""f1"": 0.7}","{""precision"": 0.3684210526315789, ""recall"": 0.7, ""f1"": 0.48275862068965514}","{""precision"": 0.6, ""recall"": 0.6, ""f1"": 0.6}"
NCT01376557,"{""precision"": 0.2222222222222222, ""recall"": 0.5, ""f1"": 0.30769230769230765}","{""precision"": 0.36363636363636365, ""recall"": 0.5, ""f1"": 0.4210526315789474}","{""precision"": 0.2857142857142857, ""recall"": 0.5, ""f1"": 0.36363636363636365}","{""precision"": 0.2857142857142857, ""recall"": 0.5, ""f1"": 0.36363636363636365}"
NCT01377844,"{""precision"": 0.14814814814814814, ""recall"": 0.6666666666666666, ""f1"": 0.24242424242424243}","{""precision"": 0.26666666666666666, ""recall"": 0.6666666666666666, ""f1"": 0.3809523809523809}","{""precision"": 0.25, ""recall"": 0.6666666666666666, ""f1"": 0.36363636363636365}","{""precision"": 0.4, ""recall"": 0.6666666666666666, ""f1"": 0.5}"
NCT01385098,"{""precision"": 0.4, ""recall"": 0.4444444444444444, ""f1"": 0.4210526315789474}","{""precision"": 0.4166666666666667, ""recall"": 0.5555555555555556, ""f1"": 0.4761904761904762}","{""precision"": 0.35294117647058826, ""recall"": 0.6666666666666666, ""f1"": 0.46153846153846156}","{""precision"": 0.5, ""recall"": 0.5555555555555556, ""f1"": 0.5263157894736842}"
NCT01392989,"{""precision"": 0.13333333333333333, ""recall"": 0.3333333333333333, ""f1"": 0.19047619047619044}","{""precision"": 0.23529411764705882, ""recall"": 0.6666666666666666, ""f1"": 0.3478260869565218}","{""precision"": 0.1, ""recall"": 0.3333333333333333, ""f1"": 0.15384615384615383}","{""precision"": 0.16666666666666666, ""recall"": 0.5, ""f1"": 0.25}"
NCT01395823,"{""precision"": 0.1724137931034483, ""recall"": 0.8333333333333334, ""f1"": 0.28571428571428575}","{""precision"": 0.26666666666666666, ""recall"": 0.6666666666666666, ""f1"": 0.3809523809523809}","{""precision"": 0.21052631578947367, ""recall"": 0.6666666666666666, ""f1"": 0.32}","{""precision"": 0.3333333333333333, ""recall"": 0.6666666666666666, ""f1"": 0.4444444444444444}"
NCT01398358,"{""precision"": 0.26666666666666666, ""recall"": 0.5714285714285714, ""f1"": 0.36363636363636365}","{""precision"": 0.4, ""recall"": 0.5714285714285714, ""f1"": 0.47058823529411764}","{""precision"": 0.3125, ""recall"": 0.7142857142857143, ""f1"": 0.43478260869565216}","{""precision"": 0.4, ""recall"": 0.5714285714285714, ""f1"": 0.47058823529411764}"
NCT01402284,"{""precision"": 0.10714285714285714, ""recall"": 0.42857142857142855, ""f1"": 0.17142857142857143}","{""precision"": 0.15, ""recall"": 0.42857142857142855, ""f1"": 0.2222222222222222}","{""precision"": 0.14285714285714285, ""recall"": 0.42857142857142855, ""f1"": 0.21428571428571427}","{""precision"": 0.18181818181818182, ""recall"": 0.5714285714285714, ""f1"": 0.27586206896551724}"
NCT01405768,"{""precision"": 0.3125, ""recall"": 0.35714285714285715, ""f1"": 0.3333333333333333}","{""precision"": 0.8, ""recall"": 0.5, ""f1"": 0.6153846153846154}","{""precision"": 0.6, ""recall"": 0.47368421052631576, ""f1"": 0.5294117647058824}","{""precision"": 0.6, ""recall"": 0.46153846153846156, ""f1"": 0.5217391304347826}"
NCT01411267,"{""precision"": 0.2, ""recall"": 0.5, ""f1"": 0.28571428571428575}","{""precision"": 0.18181818181818182, ""recall"": 0.3333333333333333, ""f1"": 0.23529411764705885}","{""precision"": 0.3333333333333333, ""recall"": 1.0, ""f1"": 0.5}","{""precision"": 0.13333333333333333, ""recall"": 0.3333333333333333, ""f1"": 0.19047619047619044}"
NCT01414114,"{""precision"": 0.38461538461538464, ""recall"": 0.625, ""f1"": 0.4761904761904762}","{""precision"": 0.4166666666666667, ""recall"": 0.625, ""f1"": 0.5}","{""precision"": 0.3125, ""recall"": 0.625, ""f1"": 0.4166666666666667}","{""precision"": 0.46153846153846156, ""recall"": 0.75, ""f1"": 0.5714285714285714}"
