NCTId,gpt4o_zs_gen_scores,gpt4o_ts_gen_scores,llama3_70b_it_zs_gen_scores,llama3_70b_it_ts_gen_scores
NCT01234467,"{""precision"": 0.05, ""recall"": 0.1111111111111111, ""f1"": 0.06896551724137932}","{""precision"": 0.2857142857142857, ""recall"": 0.4444444444444444, ""f1"": 0.34782608695652173}","{""precision"": 0.1111111111111111, ""recall"": 0.2222222222222222, ""f1"": 0.14814814814814814}","{""precision"": 0.26666666666666666, ""recall"": 0.4444444444444444, ""f1"": 0.33333333333333337}"
NCT01234649,"{""precision"": 0.0, ""recall"": 0.0, ""f1"": 0}","{""precision"": 0.21428571428571427, ""recall"": 0.5, ""f1"": 0.3}","{""precision"": 0.0, ""recall"": 0.0, ""f1"": 0}","{""precision"": 0.1875, ""recall"": 0.5, ""f1"": 0.2727272727272727}"
NCT01239381,"{""precision"": 0.0, ""recall"": 0.0, ""f1"": 0}","{""precision"": 0.23076923076923078, ""recall"": 0.42857142857142855, ""f1"": 0.3}","{""precision"": 0.15384615384615385, ""recall"": 0.2857142857142857, ""f1"": 0.2}","{""precision"": 0.2727272727272727, ""recall"": 0.42857142857142855, ""f1"": 0.33333333333333326}"
NCT01241448,"{""precision"": 0.25, ""recall"": 0.6666666666666666, ""f1"": 0.36363636363636365}","{""precision"": 0.4, ""recall"": 0.6666666666666666, ""f1"": 0.5}","{""precision"": 0.29411764705882354, ""recall"": 0.5555555555555556, ""f1"": 0.3846153846153846}","{""precision"": 0.5, ""recall"": 0.6666666666666666, ""f1"": 0.5714285714285715}"
NCT01245374,"{""precision"": 0.2857142857142857, ""recall"": 0.5714285714285714, ""f1"": 0.38095238095238093}","{""precision"": 0.6, ""recall"": 0.8571428571428571, ""f1"": 0.7058823529411764}","{""precision"": 0.5, ""recall"": 0.7142857142857143, ""f1"": 0.588235294117647}","{""precision"": 0.5, ""recall"": 0.5714285714285714, ""f1"": 0.5333333333333333}"
NCT01247090,"{""precision"": 0.0, ""recall"": 0.0, ""f1"": 0}","{""precision"": 0.3, ""recall"": 0.5, ""f1"": 0.37499999999999994}","{""precision"": 0.06666666666666667, ""recall"": 0.16666666666666666, ""f1"": 0.09523809523809522}","{""precision"": 0.25, ""recall"": 0.5, ""f1"": 0.3333333333333333}"
NCT01247363,"{""precision"": 0.16666666666666666, ""recall"": 0.5, ""f1"": 0.25}","{""precision"": 0.4, ""recall"": 1.0, ""f1"": 0.5714285714285715}","{""precision"": 0.14285714285714285, ""recall"": 0.5, ""f1"": 0.22222222222222224}","{""precision"": 0.2727272727272727, ""recall"": 1.0, ""f1"": 0.42857142857142855}"
NCT01251757,"{""precision"": 0.04, ""recall"": 0.125, ""f1"": 0.06060606060606061}","{""precision"": 0.25, ""recall"": 0.375, ""f1"": 0.3}","{""precision"": 0.0, ""recall"": 0.0, ""f1"": 0}","{""precision"": 0.25, ""recall"": 0.375, ""f1"": 0.3}"
NCT01252667,"{""precision"": 0.0, ""recall"": 0.0, ""f1"": 0}","{""precision"": 0.2, ""recall"": 0.5, ""f1"": 0.28571428571428575}","{""precision"": 0.047619047619047616, ""recall"": 0.16666666666666666, ""f1"": 0.07407407407407407}","{""precision"": 0.2, ""recall"": 0.5, ""f1"": 0.28571428571428575}"
NCT01255436,"{""precision"": 0.2, ""recall"": 0.2857142857142857, ""f1"": 0.23529411764705882}","{""precision"": 0.2, ""recall"": 0.2857142857142857, ""f1"": 0.23529411764705882}","{""precision"": 0.1875, ""recall"": 0.42857142857142855, ""f1"": 0.26086956521739124}","{""precision"": 0.2222222222222222, ""recall"": 0.2857142857142857, ""f1"": 0.25}"
NCT01260454,"{""precision"": 0.06666666666666667, ""recall"": 0.16666666666666666, ""f1"": 0.09523809523809522}","{""precision"": 0.4, ""recall"": 0.6666666666666666, ""f1"": 0.5}","{""precision"": 0.18181818181818182, ""recall"": 0.3333333333333333, ""f1"": 0.23529411764705885}","{""precision"": 0.42857142857142855, ""recall"": 0.5, ""f1"": 0.4615384615384615}"
NCT01263782,"{""precision"": 0.0, ""recall"": 0.0, ""f1"": 0}","{""precision"": 0.15789473684210525, ""recall"": 0.5, ""f1"": 0.23999999999999996}","{""precision"": 0.047619047619047616, ""recall"": 0.16666666666666666, ""f1"": 0.07407407407407407}","{""precision"": 0.11538461538461539, ""recall"": 0.5, ""f1"": 0.1875}"
NCT01265563,"{""precision"": 0.09090909090909091, ""recall"": 0.5, ""f1"": 0.15384615384615385}","{""precision"": 0.36363636363636365, ""recall"": 0.6666666666666666, ""f1"": 0.4705882352941177}","{""precision"": 0.16666666666666666, ""recall"": 0.5, ""f1"": 0.25}","{""precision"": 0.3333333333333333, ""recall"": 0.6666666666666666, ""f1"": 0.4444444444444444}"
NCT01268553,"{""precision"": 0.07142857142857142, ""recall"": 0.125, ""f1"": 0.09090909090909091}","{""precision"": 0.2857142857142857, ""recall"": 0.5, ""f1"": 0.36363636363636365}","{""precision"": 0.15384615384615385, ""recall"": 0.25, ""f1"": 0.1904761904761905}","{""precision"": 0.36363636363636365, ""recall"": 0.5, ""f1"": 0.4210526315789474}"
NCT01272219,"{""precision"": 0.29411764705882354, ""recall"": 0.8333333333333334, ""f1"": 0.4347826086956522}","{""precision"": 0.3076923076923077, ""recall"": 0.6666666666666666, ""f1"": 0.42105263157894735}","{""precision"": 0.2222222222222222, ""recall"": 0.6666666666666666, ""f1"": 0.3333333333333333}","{""precision"": 0.26666666666666666, ""recall"": 0.6666666666666666, ""f1"": 0.3809523809523809}"
NCT01272232,"{""precision"": 0.4117647058823529, ""recall"": 0.5, ""f1"": 0.45161290322580644}","{""precision"": 0.5, ""recall"": 0.42857142857142855, ""f1"": 0.4615384615384615}","{""precision"": 0.3076923076923077, ""recall"": 0.2857142857142857, ""f1"": 0.29629629629629634}","{""precision"": 0.38461538461538464, ""recall"": 0.35714285714285715, ""f1"": 0.3703703703703704}"
NCT01278160,"{""precision"": 0.1875, ""recall"": 0.3, ""f1"": 0.23076923076923075}","{""precision"": 0.4166666666666667, ""recall"": 0.5, ""f1"": 0.45454545454545453}","{""precision"": 0.2, ""recall"": 0.2, ""f1"": 0.20000000000000004}","{""precision"": 0.35714285714285715, ""recall"": 0.5, ""f1"": 0.41666666666666663}"
NCT01278212,"{""precision"": 0.2, ""recall"": 0.4444444444444444, ""f1"": 0.2758620689655173}","{""precision"": 0.38461538461538464, ""recall"": 0.5555555555555556, ""f1"": 0.4545454545454546}","{""precision"": 0.13333333333333333, ""recall"": 0.2222222222222222, ""f1"": 0.16666666666666669}","{""precision"": 0.3333333333333333, ""recall"": 0.5555555555555556, ""f1"": 0.4166666666666667}"
NCT01278797,"{""precision"": 0.08695652173913043, ""recall"": 0.3333333333333333, ""f1"": 0.13793103448275862}","{""precision"": 0.2857142857142857, ""recall"": 0.6666666666666666, ""f1"": 0.4}","{""precision"": 0.14285714285714285, ""recall"": 0.3333333333333333, ""f1"": 0.2}","{""precision"": 0.5, ""recall"": 0.6666666666666666, ""f1"": 0.5714285714285715}"
NCT01279109,"{""precision"": 0.25, ""recall"": 0.3333333333333333, ""f1"": 0.28571428571428575}","{""precision"": 0.6, ""recall"": 1.0, ""f1"": 0.7499999999999999}","{""precision"": 0.0625, ""recall"": 0.16666666666666666, ""f1"": 0.09090909090909091}","{""precision"": 0.4444444444444444, ""recall"": 0.6666666666666666, ""f1"": 0.5333333333333333}"
NCT01280903,"{""precision"": 0.3157894736842105, ""recall"": 0.11538461538461539, ""f1"": 0.16901408450704222}","{""precision"": 0.5, ""recall"": 0.1346153846153846, ""f1"": 0.21212121212121213}","{""precision"": 0.3333333333333333, ""recall"": 0.11538461538461539, ""f1"": 0.17142857142857146}","{""precision"": 0.42857142857142855, ""recall"": 0.11538461538461539, ""f1"": 0.18181818181818182}"
NCT01287520,"{""precision"": 0.0, ""recall"": 0.0, ""f1"": 0}","{""precision"": 0.25, ""recall"": 0.5, ""f1"": 0.3333333333333333}","{""precision"": 0.0625, ""recall"": 0.125, ""f1"": 0.08333333333333333}","{""precision"": 0.23529411764705882, ""recall"": 0.5, ""f1"": 0.31999999999999995}"
NCT01288612,"{""precision"": 0.13333333333333333, ""recall"": 0.25, ""f1"": 0.1739130434782609}","{""precision"": 0.2727272727272727, ""recall"": 0.375, ""f1"": 0.3157894736842105}","{""precision"": 0.13333333333333333, ""recall"": 0.25, ""f1"": 0.1739130434782609}","{""precision"": 0.3, ""recall"": 0.375, ""f1"": 0.33333333333333326}"
NCT01289548,"{""precision"": 0.11764705882352941, ""recall"": 0.2222222222222222, ""f1"": 0.15384615384615383}","{""precision"": 0.4, ""recall"": 0.4444444444444444, ""f1"": 0.4210526315789474}","{""precision"": 0.23076923076923078, ""recall"": 0.3333333333333333, ""f1"": 0.27272727272727276}","{""precision"": 0.3076923076923077, ""recall"": 0.4444444444444444, ""f1"": 0.3636363636363637}"
NCT01293682,"{""precision"": 0.045454545454545456, ""recall"": 0.09090909090909091, ""f1"": 0.060606060606060615}","{""precision"": 0.2, ""recall"": 0.18181818181818182, ""f1"": 0.1904761904761905}","{""precision"": 0.047619047619047616, ""recall"": 0.09090909090909091, ""f1"": 0.0625}","{""precision"": 0.2, ""recall"": 0.18181818181818182, ""f1"": 0.1904761904761905}"
NCT01294423,"{""precision"": 0.23076923076923078, ""recall"": 0.3333333333333333, ""f1"": 0.27272727272727276}","{""precision"": 0.6, ""recall"": 0.6666666666666666, ""f1"": 0.631578947368421}","{""precision"": 0.25, ""recall"": 0.3333333333333333, ""f1"": 0.28571428571428575}","{""precision"": 0.4166666666666667, ""recall"": 0.5555555555555556, ""f1"": 0.4761904761904762}"
NCT01295671,"{""precision"": 0.13333333333333333, ""recall"": 0.13333333333333333, ""f1"": 0.13333333333333333}","{""precision"": 0.6363636363636364, ""recall"": 0.4666666666666667, ""f1"": 0.5384615384615385}","{""precision"": 0.26666666666666666, ""recall"": 0.26666666666666666, ""f1"": 0.26666666666666666}","{""precision"": 0.5454545454545454, ""recall"": 0.4, ""f1"": 0.4615384615384615}"
NCT01295710,"{""precision"": 0.0, ""recall"": 0.0, ""f1"": 0}","{""precision"": 0.25, ""recall"": 0.3, ""f1"": 0.2727272727272727}","{""precision"": 0.21428571428571427, ""recall"": 0.3, ""f1"": 0.25}","{""precision"": 0.2727272727272727, ""recall"": 0.3, ""f1"": 0.28571428571428564}"
NCT01297335,"{""precision"": 0.15789473684210525, ""recall"": 0.42857142857142855, ""f1"": 0.23076923076923078}","{""precision"": 0.5454545454545454, ""recall"": 0.8571428571428571, ""f1"": 0.6666666666666665}","{""precision"": 0.14285714285714285, ""recall"": 0.42857142857142855, ""f1"": 0.21428571428571427}","{""precision"": 0.35714285714285715, ""recall"": 0.7142857142857143, ""f1"": 0.4761904761904762}"
NCT01302379,"{""precision"": 0.058823529411764705, ""recall"": 0.16666666666666666, ""f1"": 0.08695652173913045}","{""precision"": 0.25, ""recall"": 0.6666666666666666, ""f1"": 0.36363636363636365}","{""precision"": 0.0625, ""recall"": 0.16666666666666666, ""f1"": 0.09090909090909091}","{""precision"": 0.2777777777777778, ""recall"": 0.8333333333333334, ""f1"": 0.4166666666666667}"
NCT01307579,"{""precision"": 0.0, ""recall"": 0.0, ""f1"": 0}","{""precision"": 0.2727272727272727, ""recall"": 0.5, ""f1"": 0.3529411764705882}","{""precision"": 0.0625, ""recall"": 0.16666666666666666, ""f1"": 0.09090909090909091}","{""precision"": 0.21428571428571427, ""recall"": 0.5, ""f1"": 0.3}"
NCT01308840,"{""precision"": 0.0, ""recall"": 0.0, ""f1"": 0}","{""precision"": 0.35714285714285715, ""recall"": 0.7142857142857143, ""f1"": 0.4761904761904762}","{""precision"": 0.05, ""recall"": 0.14285714285714285, ""f1"": 0.07407407407407408}","{""precision"": 0.16666666666666666, ""recall"": 0.42857142857142855, ""f1"": 0.24}"
NCT01309828,"{""precision"": 0.3333333333333333, ""recall"": 0.375, ""f1"": 0.35294117647058826}","{""precision"": 0.5333333333333333, ""recall"": 0.5, ""f1"": 0.5161290322580646}","{""precision"": 0.375, ""recall"": 0.375, ""f1"": 0.375}","{""precision"": 0.47058823529411764, ""recall"": 0.5, ""f1"": 0.48484848484848486}"
NCT01320202,"{""precision"": 0.0, ""recall"": 0.0, ""f1"": 0}","{""precision"": 0.3, ""recall"": 0.42857142857142855, ""f1"": 0.3529411764705882}","{""precision"": 0.0625, ""recall"": 0.14285714285714285, ""f1"": 0.08695652173913043}","{""precision"": 0.25, ""recall"": 0.42857142857142855, ""f1"": 0.3157894736842105}"
NCT01320722,"{""precision"": 0.2222222222222222, ""recall"": 0.4444444444444444, ""f1"": 0.2962962962962963}","{""precision"": 0.2, ""recall"": 0.2222222222222222, ""f1"": 0.2105263157894737}","{""precision"": 0.0625, ""recall"": 0.1111111111111111, ""f1"": 0.08}","{""precision"": 0.18181818181818182, ""recall"": 0.2222222222222222, ""f1"": 0.19999999999999998}"
NCT01322347,"{""precision"": 0.0, ""recall"": 0.0, ""f1"": 0}","{""precision"": 0.3, ""recall"": 0.42857142857142855, ""f1"": 0.3529411764705882}","{""precision"": 0.0625, ""recall"": 0.14285714285714285, ""f1"": 0.08695652173913043}","{""precision"": 0.25, ""recall"": 0.42857142857142855, ""f1"": 0.3157894736842105}"
NCT01324310,"{""precision"": 0.0, ""recall"": 0.0, ""f1"": 0}","{""precision"": 0.2631578947368421, ""recall"": 0.5555555555555556, ""f1"": 0.35714285714285715}","{""precision"": 0.1, ""recall"": 0.2222222222222222, ""f1"": 0.13793103448275865}","{""precision"": 0.2727272727272727, ""recall"": 0.6666666666666666, ""f1"": 0.3870967741935484}"
NCT01324323,"{""precision"": 0.0, ""recall"": 0.0, ""f1"": 0}","{""precision"": 0.21052631578947367, ""recall"": 0.4444444444444444, ""f1"": 0.2857142857142857}","{""precision"": 0.1, ""recall"": 0.2222222222222222, ""f1"": 0.13793103448275865}","{""precision"": 0.42857142857142855, ""recall"": 0.6666666666666666, ""f1"": 0.5217391304347826}"
NCT01324999,"{""precision"": 0.23529411764705882, ""recall"": 0.3333333333333333, ""f1"": 0.27586206896551724}","{""precision"": 0.5, ""recall"": 0.5833333333333334, ""f1"": 0.5384615384615384}","{""precision"": 0.19047619047619047, ""recall"": 0.3333333333333333, ""f1"": 0.24242424242424246}","{""precision"": 0.46153846153846156, ""recall"": 0.5, ""f1"": 0.48000000000000004}"
NCT01329939,"{""precision"": 0.09090909090909091, ""recall"": 0.14285714285714285, ""f1"": 0.1111111111111111}","{""precision"": 0.5555555555555556, ""recall"": 0.7142857142857143, ""f1"": 0.6250000000000001}","{""precision"": 0.15384615384615385, ""recall"": 0.2857142857142857, ""f1"": 0.2}","{""precision"": 0.4166666666666667, ""recall"": 0.7142857142857143, ""f1"": 0.5263157894736842}"
NCT01334554,"{""precision"": 0.2, ""recall"": 0.45454545454545453, ""f1"": 0.2777777777777778}","{""precision"": 0.5, ""recall"": 0.5454545454545454, ""f1"": 0.5217391304347826}","{""precision"": 0.2777777777777778, ""recall"": 0.45454545454545453, ""f1"": 0.3448275862068966}","{""precision"": 0.5833333333333334, ""recall"": 0.6363636363636364, ""f1"": 0.6086956521739131}"
NCT01335308,"{""precision"": 0.0, ""recall"": 0.0, ""f1"": 0}","{""precision"": 0.21428571428571427, ""recall"": 0.5, ""f1"": 0.3}","{""precision"": 0.0625, ""recall"": 0.16666666666666666, ""f1"": 0.09090909090909091}","{""precision"": 0.3, ""recall"": 0.5, ""f1"": 0.37499999999999994}"
NCT01338415,"{""precision"": 0.05555555555555555, ""recall"": 0.16666666666666666, ""f1"": 0.08333333333333333}","{""precision"": 0.4, ""recall"": 0.6666666666666666, ""f1"": 0.5}","{""precision"": 0.2, ""recall"": 0.5, ""f1"": 0.28571428571428575}","{""precision"": 0.36363636363636365, ""recall"": 0.6666666666666666, ""f1"": 0.4705882352941177}"
NCT01341782,"{""precision"": 0.2, ""recall"": 0.5, ""f1"": 0.28571428571428575}","{""precision"": 0.46153846153846156, ""recall"": 1.0, ""f1"": 0.631578947368421}","{""precision"": 0.2857142857142857, ""recall"": 0.6666666666666666, ""f1"": 0.4}","{""precision"": 0.5, ""recall"": 0.8333333333333334, ""f1"": 0.625}"
NCT01346072,"{""precision"": 0.2631578947368421, ""recall"": 0.5, ""f1"": 0.3448275862068966}","{""precision"": 0.5384615384615384, ""recall"": 0.7, ""f1"": 0.608695652173913}","{""precision"": 0.375, ""recall"": 0.6, ""f1"": 0.4615384615384615}","{""precision"": 0.6363636363636364, ""recall"": 0.7, ""f1"": 0.6666666666666666}"
NCT01349660,"{""precision"": 0.047619047619047616, ""recall"": 0.16666666666666666, ""f1"": 0.07407407407407407}","{""precision"": 0.1875, ""recall"": 0.5, ""f1"": 0.2727272727272727}","{""precision"": 0.1111111111111111, ""recall"": 0.3333333333333333, ""f1"": 0.16666666666666666}","{""precision"": 0.2222222222222222, ""recall"": 0.6666666666666666, ""f1"": 0.3333333333333333}"
NCT01355159,"{""precision"": 0.2631578947368421, ""recall"": 0.2, ""f1"": 0.22727272727272727}","{""precision"": 0.9, ""recall"": 0.36, ""f1"": 0.5142857142857143}","{""precision"": 0.25, ""recall"": 0.2, ""f1"": 0.22222222222222224}","{""precision"": 0.7272727272727273, ""recall"": 0.32, ""f1"": 0.4444444444444444}"
NCT01357551,"{""precision"": 0.13043478260869565, ""recall"": 0.2727272727272727, ""f1"": 0.1764705882352941}","{""precision"": 0.29411764705882354, ""recall"": 0.45454545454545453, ""f1"": 0.35714285714285715}","{""precision"": 0.15789473684210525, ""recall"": 0.2727272727272727, ""f1"": 0.19999999999999998}","{""precision"": 0.3076923076923077, ""recall"": 0.36363636363636365, ""f1"": 0.33333333333333337}"
NCT01362140,"{""precision"": 0.037037037037037035, ""recall"": 0.125, ""f1"": 0.05714285714285714}","{""precision"": 0.2777777777777778, ""recall"": 0.625, ""f1"": 0.3846153846153846}","{""precision"": 0.19047619047619047, ""recall"": 0.5, ""f1"": 0.27586206896551724}","{""precision"": 0.3125, ""recall"": 0.625, ""f1"": 0.4166666666666667}"
NCT01364584,"{""precision"": 0.09090909090909091, ""recall"": 0.047619047619047616, ""f1"": 0.0625}","{""precision"": 0.3333333333333333, ""recall"": 0.19047619047619047, ""f1"": 0.24242424242424246}","{""precision"": 0.2, ""recall"": 0.09523809523809523, ""f1"": 0.12903225806451613}","{""precision"": 0.38461538461538464, ""recall"": 0.23809523809523808, ""f1"": 0.2941176470588235}"
NCT01365182,"{""precision"": 0.3125, ""recall"": 0.4166666666666667, ""f1"": 0.35714285714285715}","{""precision"": 0.2, ""recall"": 0.16666666666666666, ""f1"": 0.1818181818181818}","{""precision"": 0.07142857142857142, ""recall"": 0.08333333333333333, ""f1"": 0.07692307692307691}","{""precision"": 0.2, ""recall"": 0.16666666666666666, ""f1"": 0.1818181818181818}"
NCT01369069,"{""precision"": 0.14285714285714285, ""recall"": 0.2, ""f1"": 0.16666666666666666}","{""precision"": 0.3, ""recall"": 0.3, ""f1"": 0.3}","{""precision"": 0.05263157894736842, ""recall"": 0.1, ""f1"": 0.06896551724137931}","{""precision"": 0.2, ""recall"": 0.2, ""f1"": 0.20000000000000004}"
NCT01376557,"{""precision"": 0.1111111111111111, ""recall"": 0.25, ""f1"": 0.15384615384615383}","{""precision"": 0.36363636363636365, ""recall"": 0.5, ""f1"": 0.4210526315789474}","{""precision"": 0.07142857142857142, ""recall"": 0.125, ""f1"": 0.09090909090909091}","{""precision"": 0.2857142857142857, ""recall"": 0.5, ""f1"": 0.36363636363636365}"
NCT01377844,"{""precision"": 0.07407407407407407, ""recall"": 0.3333333333333333, ""f1"": 0.12121212121212122}","{""precision"": 0.26666666666666666, ""recall"": 0.6666666666666666, ""f1"": 0.3809523809523809}","{""precision"": 0.1875, ""recall"": 0.5, ""f1"": 0.2727272727272727}","{""precision"": 0.4, ""recall"": 0.6666666666666666, ""f1"": 0.5}"
